userWallet,total_txns,total_usd,avg_usd_value,std_usd_value,active_days,last_txn_days_ago,borrow_ratio,repay_ratio,deposit_ratio,redeem_ratio,liquidation_ratio,unique_actions,credit_score
0x00f63722233f5e19010e5daf208472a8f27d304b,2,50784923551189.37,25392461775594.684,16294221441718.896,1,1520,0.0,0.0,1.0,0.0,0.0,1,212
0x00f656a2953a15ddf8d9d9726b67dd4e61f238b9,17,281541014050274.75,16561236120604.396,23897687506364.7,3,1498,0.17647058823529413,0.17647058823529413,0.29411764705882354,0.35294117647058826,0.0,4,243
0x00f6c46a5e9b0613ededa94072f065e46bc8176f,3,1.7015523083151854e+16,5671841027717285.0,9823916832458582.0,3,1489,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,2,226
0x00f70714e95b8d092546acdc8e52a02d6eedc934,1,1341.6742115505008,1341.6742115505008,,1,1555,0.0,0.0,1.0,0.0,0.0,1,125
0x00f72bb4bd6c353685bed9077422dbf3d85e80a1,3,1019416310523682.4,339805436841227.44,70298611311665.836,2,1461,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,2,224
0x00f731bcd3a8d541a040a7586ff3d03dea48e31f,2,370281.5204336303,185140.76021681516,1171.528770028745,2,1484,0.0,0.0,0.0,1.0,0.0,1,64
0x00f777857b95c1d0fe7564ae343d1a00c80b38f1,229,2559687848028742.0,11177676192265.248,19270072473259.65,20,1440,0.1965065502183406,0.11790393013100436,0.47161572052401746,0.21397379912663755,0.0,4,240
0x00f83f560dea6e8317900beabc89be027da154f8,6,427615772845494.06,71269295474249.02,40650156845902.36,2,1473,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,2,124
0x00f863703e78916a4487fcbfbda7a6944fa86538,4,535.2120552250075,133.80301380625187,2.029273088534373,3,1469,0.0,0.0,0.5,0.5,0.0,2,127
0x00f8a06340b52aee151b871a915c06af3c053470,363,3645701367026195.0,10043254454617.617,19294732601218.2,35,1484,0.27823691460055094,0.08264462809917356,0.48760330578512395,0.15151515151515152,0.0,4,251
0x00f8b6bf7cf6b0a173e14abc3d687dd03fe16bb0,1,421998360140.68695,421998360140.68695,,1,1554,0.0,0.0,1.0,0.0,0.0,1,212
0x00f8dcbf7f64e30efff649bd9f137af0eb80e4da,5,14931035691630.807,2986207138326.161,6677362156188.631,2,1420,0.4,0.4,0.2,0.0,0.0,3,234
0x00f8dd0e37d5077fa256fadbaa216d9088a708e6,2,3196922247352.163,1598461123676.0815,281165023091.0831,2,1459,0.0,0.0,1.0,0.0,0.0,1,214
0x00f9126faecd227f6cd0ccba36865c9a7c55ff24,2,56715322013.52565,28357661006.762825,33066210383.079433,1,1525,0.5,0.0,0.5,0.0,0.0,2,122
0x00f9a33dfedbc3bddfb6ef4380dacfd9352c4d15,2,2.0083346351561664,1.0041673175780832,0.027450135218294158,2,1458,0.0,0.0,1.0,0.0,0.0,1,114
0x00fa8021f0c2157ab005dd41b11d49ea30d7893a,1,1014320526010.2402,1014320526010.2402,,1,1459,0.0,0.0,1.0,0.0,0.0,1,212
0x00fbef9f0f9b0b6421c264a2020f14bca80291ca,4,6.969632931169921e+17,1.7424082327924803e+17,3.4848164655743776e+17,3,1473,0.0,0.0,0.25,0.75,0.0,2,201
0x00fc6300b77a8ea902d576eafaa9ba40daa7c415,19,39631139599207.81,2085849452589.8848,2457950038914.6167,4,1502,0.42105263157894735,0.0,0.5789473684210527,0.0,0.0,2,128
0x00fc9abc1ae9d1b71b89fd285cb6c73129f6da72,2,4603343137112.673,2301671568556.3364,3254984752626.6406,2,1460,0.0,0.0,1.0,0.0,0.0,1,214
0x00fcad795d8a753c9064126b78cf0330436da09b,2,3004796366977790.5,1502398183488895.2,2124711887166217.5,2,1467,0.0,0.0,0.0,1.0,0.0,1,64
0x00fce3e318dfc490be549b266e85af457ee3d65b,1,1.772510298196745,1.772510298196745,,1,1463,0.0,0.0,1.0,0.0,0.0,1,112
0x00fdcbab290f89f3d03a21b1fa17fdd64bd2f1c8,1,135993418453.17621,135993418453.17621,,1,1516,0.0,0.0,1.0,0.0,0.0,1,212
0x00fe37d2589cdec3cf55afaf4a482bca6b7b0ae6,1,1163208265024.3665,1163208265024.3665,,1,1457,0.0,0.0,1.0,0.0,0.0,1,212
0x00fea8ef6f337ce6aa8b5bb7086ace94dd0434a7,4,130719933638573.88,32679983409643.47,63787796407847.91,1,1569,0.5,0.0,0.5,0.0,0.0,2,122
0x00ff162742cd72f0a726cf90138a832ab5f0d48e,2,27187062026.800034,13593531013.400017,12663010554.607815,1,1531,0.5,0.0,0.5,0.0,0.0,2,122
0x00ffb2daca4977f6edb65b21c21184eee6a5a72a,2,170478569257.56586,85239284628.78293,40182183951.02742,1,1438,0.5,0.0,0.5,0.0,0.0,2,122
0x0100569d3daa2d258f8b21d4ec833ed21d2ff2dd,70,250627353.33266553,3580390.761895222,4838349.636604753,11,1509,0.0,0.0,1.0,0.0,0.0,1,232
0x01017b2d24a37f5c74bc2291eb8743937aad1ff6,2,1129516629752.159,564758314876.0795,798688868359.2311,2,1457,0.0,0.0,1.0,0.0,0.0,1,214
0x010286f16ec2f351c7575caf45c07d758a184793,2,989659170423.7035,494829585211.85175,699794710466.7188,2,1460,0.0,0.0,1.0,0.0,0.0,1,214
0x0102b4bf6272eae55dffc8008ba81ac2bab58ca0,3,180387934654515.25,60129311551505.086,104147022631115.0,2,1468,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,2,124
0x0104712abf87649bc5a0844b490fcf924f76da81,1,164516413612.38647,164516413612.38647,,1,1510,0.0,0.0,1.0,0.0,0.0,1,212
0x0104b9e629be9b419a5f0b4974de5e8f2bb06399,15,585320082277713.5,39021338818514.234,55161518410473.21,4,1493,0.26666666666666666,0.13333333333333333,0.4,0.2,0.0,4,214
0x0104d7a50c942735fd96ed6ab3423cac7e2db0d7,1,6487600.954290525,6487600.954290525,,1,1468,0.0,0.0,0.0,1.0,0.0,1,62
0x0105c26c5d013bb32223dbb2a4bbd98e9b0c320a,6,177386120066704.6,29564353344450.766,45800910853635.14,2,1539,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,4,244
0x010716be97151c482b999a87477aca6b2d122ed1,1,997646822296.7708,997646822296.7708,,1,1460,0.0,0.0,1.0,0.0,0.0,1,212
0x0107aacde8714bd13357fc856d6b93b3f8b543e9,130,4.897114040346309e+17,3767010800266391.5,6954643241431402.0,28,1415,0.2153846153846154,0.16153846153846155,0.45384615384615384,0.16923076923076924,0.0,4,276
0x0107e33b5776e3052fdd624d6246df4f1d8ecddd,11,3.882171112041076e+17,3.529246465491887e+16,1.1705186315198994e+17,1,1492,0.18181818181818182,0.5454545454545454,0.0,0.2727272727272727,0.0,3,141
0x01080306fab7721ae1dbff1909df46b92a2c0b8c,73,43842190926409.88,600577957896.0258,2615120954586.4443,7,1464,0.3150684931506849,0.1917808219178082,0.3287671232876712,0.1643835616438356,0.0,4,249
0x0108678baac8accdcbff80294564f74725330907,25,4.1757590407300184e+16,1670303616292007.2,1730995445030648.5,18,1427,0.04,0.04,0.76,0.16,0.0,4,276
0x01087080dca984b607e1ebf263330431f979e528,49,1.3514936888491502e+18,2.758150385406429e+16,2.507764797574618e+16,5,1492,0.2857142857142857,0.1836734693877551,0.3469387755102041,0.1836734693877551,0.0,4,241
0x010a078ff877852f0f18b6a910f7964ff18498f4,1,1026157532892.4052,1026157532892.4052,,1,1460,0.0,0.0,1.0,0.0,0.0,1,212
0x010afb8548a5d1a3a3d62f58ca0a5a1329974206,11,416427819427133.7,37857074493375.79,78809697302019.69,5,1512,0.0,0.0,0.7272727272727273,0.2727272727272727,0.0,2,230
0x010b19435d2bcae650c41af62440e2de08444026,5,33036284146576.707,6607256829315.342,7853929021623.566,3,1442,0.2,0.2,0.4,0.2,0.0,4,246
0x010b7eb359ff40fd261ac917003dc21058c32055,9,675872442519713.1,75096938057745.9,119066355717296.31,2,1488,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,2,224
0x010c9d0abf2925400c37ee688215d34dd3e1ec08,69,240474432.2547145,3485136.6993436883,4807261.962149159,11,1509,0.0,0.0,1.0,0.0,0.0,1,232
0x010cb104dc1ce1cf2010ee993c74aa347271a686,1,9.79538515017366e-05,9.79538515017366e-05,,1,1466,0.0,0.0,1.0,0.0,0.0,1,112
0x010d23b534006f4e4f174a7530d7d9e3c131732a,92,3.5148974631629096e+16,382054072082924.94,490605021329814.7,31,1425,0.11956521739130435,0.06521739130434782,0.5760869565217391,0.2391304347826087,0.0,4,274
0x010da4bb5ed14c387bc92de075b58e2d0cee23b1,17,1.5471621006142738e+16,910095353302514.0,1250415882937099.0,3,1439,0.29411764705882354,0.47058823529411764,0.058823529411764705,0.17647058823529413,0.0,4,175
0x010da5ff62b6e45f89fa7b2d8ced5a8b5754ec1b,2,3307026154415.2744,1653513077207.6372,2338420619346.3237,2,1507,0.0,0.0,0.5,0.5,0.0,2,224
0x010e0d20b256620b6ab77729c8152112e0b78561,8,1019986253455664.9,127498281681958.11,360619598169952.25,6,1507,0.0,0.0,0.125,0.875,0.0,2,144
0x010e3a3a9aaf3d8ee76b26d154f8c16c970f477e,3,1363828552603.2947,454609517534.4316,601391863517.9285,1,1438,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,2,122
0x010e86d5c98a9bf2d232a3a73ea289a79b545b16,1,1.1104285128015465,1.1104285128015465,,1,1459,0.0,0.0,1.0,0.0,0.0,1,112
0x010e891bf7045dd54a0a70b96a77c7b4cfc24640,1,142453981198.0101,142453981198.0101,,1,1516,0.0,0.0,1.0,0.0,0.0,1,212
0x010e92ac8b581c760a4f3c877a4558e8cc278c70,16,6804.373744220735,425.2733590137959,428.08758712547547,2,1483,0.1875,0.25,0.25,0.3125,0.0,4,154
0x010eefc75fce6c266573960812b987fa22b6c64e,4,1.9216197892664904e+16,4804049473166226.0,2964500413376232.0,1,1546,0.25,0.25,0.25,0.25,0.0,4,242
0x010f6b049a5e8e963060b283486795630e5d83e2,10,1.369933200995213e+16,1369933200995213.0,3743812231594287.5,5,1416,0.5,0.2,0.3,0.0,0.0,3,240
0x010f995c1f0784b39865fb0dbeaf98311f3cc52c,2,237105240531986.84,118552620265993.42,167658723435003.62,2,1422,0.5,0.0,0.5,0.0,0.0,2,124
0x01102f208a263a1b3844a1bfac5444cbfe7d052f,30,2535246423112511.0,84508214103750.36,107181939691558.92,8,1492,0.16666666666666666,0.16666666666666666,0.36666666666666664,0.3,0.0,4,256
0x011128170cd4f77f90af9dbb7501b10112efb31e,1,1310381778169.6733,1310381778169.6733,,1,1459,0.0,0.0,1.0,0.0,0.0,1,212
0x0111aa45d978c43bdee2b7690e33c65648fc06cb,1,195750422906.40036,195750422906.40036,,1,1509,0.0,0.0,1.0,0.0,0.0,1,212
0x0111dcc6fc2df10b1145fdcfed2bcf1b1c00de91,2,12433052610.129433,6216526305.064716,7193042027.567695,1,1438,0.5,0.0,0.5,0.0,0.0,2,122
0x01139728b71405424f148e82c090f9097ba69e2c,1,80.34714022104451,80.34714022104451,,1,1510,0.0,0.0,1.0,0.0,0.0,1,112
0x0113983234c06a01834e6c173efab06f04de2122,1,1.1076096210594124,1.1076096210594124,,1,1456,0.0,0.0,1.0,0.0,0.0,1,112
0x0113e5d1ca256159d7e7f37fd334ef1f7ee5d39b,1,1.0648394218545296,1.0648394218545296,,1,1458,0.0,0.0,1.0,0.0,0.0,1,112
0x0113e5f85ae18da390377823825946fc45582d1f,12,7729644813254379.0,644137067771198.2,866964440487519.9,5,1480,0.16666666666666666,0.08333333333333333,0.5833333333333334,0.16666666666666666,0.0,4,208
0x0114572c98f3756064b4be09cf02f05ef7f867a6,2,149323308606.4641,74661654303.23206,86389792449.41646,1,1435,0.5,0.0,0.5,0.0,0.0,2,122
0x0114d2ec12d3c70f90d9a9d827930c66b435c61e,1,14439976739.341688,14439976739.341688,,1,1533,0.0,0.0,1.0,0.0,0.0,1,212
0x01151b41131ed0bc3268dad9be8fab765205bd71,2,344117578812800.75,172058789406400.38,99346883264958.03,1,1450,0.0,0.0,1.0,0.0,0.0,1,212
0x0116ed59d76aaaf9ab5ef88807ab33b24df36efd,50,2.5253333966606876e+16,505066679332137.5,1514888843728239.5,15,1495,0.04,0.04,0.86,0.06,0.0,4,270
0x0116fdba1f1dc87f91fcafe2fb365ca829cee686,223,1.2519506506619028e+18,5614128478304497.0,1.5922761252227444e+16,38,1430,0.28699551569506726,0.11659192825112108,0.4260089686098655,0.17040358744394618,0.0,4,274
0x01173bd5895acf19c67f6170f15d503d4153cf04,43,1.0632121235910275e+17,2472586333932622.0,9353694632731648.0,25,1421,0.0,0.0,0.3953488372093023,0.6046511627906976,0.0,2,270
0x0118473b89b9b267953921c26760394db9da6ec3,2,3232907574609.4443,1616453787304.7222,105770182231.38823,2,1460,0.0,0.0,1.0,0.0,0.0,1,214
0x011a62dc7a6c2969a764ec1acd67081029100d57,3,974339286805.0564,324779762268.3521,562535049517.2424,1,1429,0.0,0.0,1.0,0.0,0.0,1,212
0x011b042a0573972f547b885c86279291b04c6020,41,7634274558179858.0,186201818492191.66,235391306850880.53,15,1432,0.2682926829268293,0.17073170731707318,0.2926829268292683,0.2682926829268293,0.0,4,251
0x011b552b17d1a78af3be9f5b9fa85b6d66fc7dad,15,194010884998777.06,12934058999918.47,26499936585361.12,4,1510,0.2,0.26666666666666666,0.2,0.2,0.13333333333333333,5,174
0x011b7c26193af783f967621d9be90a8bc6a9abd3,2,2039405320595.7107,1019702660297.8553,101186037832.85887,2,1458,0.0,0.0,1.0,0.0,0.0,1,214
0x011c3a587254b7312d78f2c8ba5adc41a1ed1357,234,6.031496982658139e+16,257756281310176.88,460496577008755.56,30,1456,0.17094017094017094,0.20512820512820512,0.28205128205128205,0.3418803418803419,0.0,4,308
0x011c8e8496801c553b480c7fb8a34eb729b18537,1,1105278294883.4258,1105278294883.4258,,1,1460,0.0,0.0,1.0,0.0,0.0,1,212
0x011d826f9ced58896b8046e7afc995f366538cce,5,4560847608552.076,912169521710.4153,517159586779.5101,5,1458,0.0,0.0,1.0,0.0,0.0,1,220
0x011e2c14c24fdac66a77802061d8ea26814e5154,2,66.60225098690415,33.301125493452076,5.343801912176924,2,1456,0.0,0.0,1.0,0.0,0.0,1,114
0x011e3916f0932f0c0b62261e03b729eeb4e8da85,1,1.0018443326601196,1.0018443326601196,,1,1461,0.0,0.0,1.0,0.0,0.0,1,112
0x011e6bf0b2fccc01f137cfe776e1b1121f31fbaa,83,6.432839945387984e+16,775040957275660.8,1507167732305860.8,14,1447,0.1927710843373494,0.3132530120481928,0.20481927710843373,0.27710843373493976,0.012048192771084338,5,278
0x011e835885e78d9f1c92e580dae0e142a33cf25e,4,718712286072.2839,179678071518.07098,207479604969.91513,1,1559,0.25,0.25,0.25,0.25,0.0,4,242
0x011e8572c0e339b659add9fbf24ba1328cde7ca9,1,177948150137.10947,177948150137.10947,,1,1509,0.0,0.0,1.0,0.0,0.0,1,212
0x01209fa47cd0bf3f6b7d0ecf8598e031f57a7543,4,52190415838779.26,13047603959694.814,25970861288250.89,2,1483,0.0,0.0,1.0,0.0,0.0,1,214
0x01212602bb6ef285d7fca99430283ba780fe5950,5,366415987067895.1,73283197413579.03,22661712048569.0,2,1441,0.2,0.2,0.4,0.2,0.0,4,244
0x01213e995cd6272ebbb929311b50787296f25600,52,1.456395200750079e+16,280076000144245.97,519063817757908.06,21,1417,0.2692307692307692,0.15384615384615385,0.28846153846153844,0.28846153846153844,0.0,4,253
0x01214a235c6767040c8fef6bd33519a6c7ad79ae,313,4.4256340744955453e+18,1.413940598880366e+16,2.386901719688755e+16,51,1415,0.5015974440894568,0.2715654952076677,0.14376996805111822,0.07987220447284345,0.003194888178913738,5,306
0x012186399add91fcdc4504bcd9c44a2169d4b32c,1,4.98131722641922,4.98131722641922,,1,1460,0.0,0.0,1.0,0.0,0.0,1,112
0x0121a5499577090838ac2d987c2fab300ab13858,2,1.2499338789889316,0.6249669394944658,0.7492964897190669,2,1454,0.0,0.0,1.0,0.0,0.0,1,114
0x0121ce9b0af57bd51a9e2d2534175a9c4a949975,3,3527581039175.784,1175860346391.928,228891366033.23843,3,1458,0.0,0.0,1.0,0.0,0.0,1,216
0x01222a114552e89e4c548170f8c1f4d5460d255a,284,5.292012350120978e+17,1863384630324288.0,3143265142017585.5,66,1423,0.13028169014084506,0.10915492957746478,0.4823943661971831,0.27816901408450706,0.0,4,329
0x0122a648094d10ea18ae72673aea0334fae4d3a5,227,1.2226080411654671e+18,5385938507336860.0,2.758117080114085e+16,45,1481,0.0881057268722467,0.11013215859030837,0.6387665198237885,0.16299559471365638,0.0,4,341
0x0122f83912932a2d3631340168795c42b6716290,2,3.0576429622762773,1.5288214811381386,0.7108682806256916,2,1454,0.0,0.0,1.0,0.0,0.0,1,114
0x012430f934bc381d9f59a28ea34363bce170353d,5,20681920556137.855,4136384111227.5713,5784003883775.979,2,1460,0.0,0.0,1.0,0.0,0.0,1,214
0x0124fd98566fb966d118bfb70650cac960dd6c2c,3,1.3295086188353893,0.44316953961179645,0.6189020616466633,3,1456,0.0,0.0,1.0,0.0,0.0,1,116
0x01253d735f350afc426335560251171367cd095d,1,27074263774.67628,27074263774.67628,,1,1534,0.0,0.0,1.0,0.0,0.0,1,212
0x0125c79621229bd96a4fd6c71b7a8d276fd5db97,9,463605369152414.4,51511707683601.59,108327555653985.55,4,1492,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.0,4,203
0x012668a6f1b462d55bb77bdd4dec5c8e57463e43,1,1145522560395.9358,1145522560395.9358,,1,1457,0.0,0.0,1.0,0.0,0.0,1,212
0x01270d19f1b70c3f24efb57d28974b3d664dd7e6,1,1141419567316.5513,1141419567316.5513,,1,1457,0.0,0.0,1.0,0.0,0.0,1,212
0x01281a8e31e2ac1bae55a69a7c962f526fa64f00,8,78516781640744.64,9814597705093.08,14405947437570.992,3,1522,0.25,0.0,0.625,0.125,0.0,3,136
0x012867f22e00f6f4c97def7e159ed9a57617af62,1,1010964156999.8684,1010964156999.8684,,1,1460,0.0,0.0,1.0,0.0,0.0,1,212
0x01287cf199456d0a57de078447a560f6449f09ff,1,1061641617203.4955,1061641617203.4955,,1,1464,0.0,0.0,1.0,0.0,0.0,1,212
0x0128883953744d1d302421534757fd6f2d8ba88a,4,3791580579408803.0,947895144852200.8,516370134184978.06,1,1546,0.25,0.25,0.25,0.25,0.0,4,242
0x012916ed48b20433b698cb32b488e52c639a2a66,61,8063455093883470.0,132187788424319.19,274332778070736.6,21,1416,0.45901639344262296,0.11475409836065574,0.3114754098360656,0.11475409836065574,0.0,4,239
0x01299d506f8bbb51eb94f6912c96a0c61ce9d1c1,1,1131278309620.8362,1131278309620.8362,,1,1459,0.0,0.0,1.0,0.0,0.0,1,212
0x0129ba41a907ac27f7683d291576f2e74362c421,17,2250396921871007.8,132376289521823.98,260436813525202.12,10,1471,0.17647058823529413,0.058823529411764705,0.6470588235294118,0.11764705882352941,0.0,4,201
0x0129feef1eadb4e77e2d3de7bc352e3050bb306a,1,191031244129.77643,191031244129.77643,,1,1512,0.0,0.0,1.0,0.0,0.0,1,212
0x012a5020505f00adb2ba6d4a447951d497a35a7a,1,1565540966734.7144,1565540966734.7144,,1,1460,0.0,0.0,1.0,0.0,0.0,1,212
0x012c597fca480b9766d52e4c1e5d4c0940982abe,4,8219214974881407.0,2054803743720351.8,2372726766105620.0,1,1542,0.25,0.25,0.25,0.25,0.0,4,242
0x012ced3e78c1a70e156537e580f6fed3954b2e84,36,995202575900892.6,27644515997247.016,61255429543894.95,19,1428,0.2222222222222222,0.16666666666666666,0.5277777777777778,0.08333333333333333,0.0,4,261
0x012d85c98a50cc2340e39668b6770e4fcb71342e,2,2002.4749785827194,1001.2374892913597,0.25829282492083583,1,1499,0.0,0.0,0.5,0.5,0.0,2,132
0x012da78f4ff0bb8cf0b017bbc5e9ac19ae5cfaa4,1,270521373894266.3,270521373894266.3,,1,1496,0.0,0.0,1.0,0.0,0.0,1,212
0x012e168acb9fdc90a4ed9fd6ca2834d9bf5b579e,7,1.333124063321471e+16,1904462947602101.5,2018788574387495.5,3,1456,0.14285714285714285,0.0,0.5714285714285714,0.2857142857142857,0.0,3,164
0x012f15e260f6275bc8e62be475adb07549765e70,4,1.6215715489793904e+16,4053928872448476.0,2025044067327376.5,1,1517,0.25,0.25,0.25,0.25,0.0,4,242
0x012f638dab4959ebadf779a6e775111893d7d922,1,0.01363186644012902,0.01363186644012902,,1,1464,0.0,0.0,1.0,0.0,0.0,1,112
0x012fefa16a3baad884834385a0988378852d00bc,7,33825675014728.97,4832239287818.424,8873258172184.594,5,1463,0.14285714285714285,0.0,0.2857142857142857,0.0,0.5714285714285714,3,61
0x01301d186d9e2c3a4091ca1ed95c3719b437c7c7,7,273202281155033.9,39028897307861.984,62066971651897.28,6,1425,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,2,232
0x01309200a32bb6b968aaf4ba20367d091fc7adbb,61,1.3627470555356928e+17,2234011566451955.5,2565930366646150.0,8,1440,0.45901639344262296,0.0,0.5081967213114754,0.03278688524590164,0.0,3,146
0x0130b68a18a612892374e1eefbb0697a291215f1,13,8085561567199677.0,621966274399975.1,1593354426045313.0,6,1432,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.0,0.0,3,292
0x0130d50430776e5f0f7517f6bfa9650fc712b879,5,3244070667834.2505,648814133566.8501,1450792507249.7607,5,1448,0.0,0.0,0.6,0.4,0.0,2,230
0x01319c79cf53aeb6dfa2bf5ddc8a124527016695,3,849634919117085.8,283211639705695.25,301983047244969.75,1,1507,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,2,122
0x0132251adf6116fd0272d23aff8ba0dd9dbbf1d2,2,2501.193231020052,1250.596615510026,2.9712659197967e-05,1,1509,0.0,0.0,0.5,0.5,0.0,2,134
0x0132749dd84ea8a0b242ff61f97ff40f96035df3,10,169922645900963.4,16992264590096.34,49051235645552.42,5,1437,0.3,0.2,0.2,0.3,0.0,4,200
0x013274aa75bbc3bd7acff906e564edbbb50dce08,22,1.1741850189862734e+16,533720463175578.8,688563369950370.8,3,1435,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.0,0.0,3,272
0x0133982c25a8211e1e62d95760999c4b825025fb,1,21867926834.98343,21867926834.98343,,1,1484,0.0,0.0,1.0,0.0,0.0,1,212
0x0133a483873163fc5bc916de39abec8baf85657c,14,124719674285626.84,8908548163259.06,15495858159866.746,1,1491,0.35714285714285715,0.0,0.6428571428571429,0.0,0.0,2,122
0x0133b67aec5d8a3959840385ff6f5aba4f85f894,13,8.869397644851488e+16,6822613572962683.0,2.4599283046230976e+16,8,1430,0.0,0.0,0.15384615384615385,0.8461538461538461,0.0,2,162
0x0134600e06c4176fd44a5557d124f5d684e75b28,2,20729.69999324019,10364.849996620094,7.978644476948915e-05,1,1435,0.0,0.0,0.5,0.5,0.0,2,222
0x01351f573a99ff5cc633f4ee580347974ff8b59c,1,1.1039158183900004,1.1039158183900004,,1,1455,0.0,0.0,1.0,0.0,0.0,1,112
0x0135249c1897454959da69ac1481df6c1d4023a8,65,1.6941254137101188e+16,260634679032325.97,793119717421917.8,31,1415,0.3384615384615385,0.18461538461538463,0.38461538461538464,0.09230769230769231,0.0,4,294
0x013618ba67d882af8df870d8704e4d317b710dda,1,1.0799665772662739,1.0799665772662739,,1,1459,0.0,0.0,1.0,0.0,0.0,1,112
0x01361dec98b8d86a584afd90a7c7c3ca0d908539,26,1.8241992922601916e+16,701615112407766.0,667014521462035.9,2,1465,0.2692307692307692,0.11538461538461539,0.38461538461538464,0.23076923076923078,0.0,4,201
0x0136f37e3373f91e6fc2d2ac76f0d01701754fcd,7,1112439681745137.8,158919954535019.7,345969621127945.94,3,1452,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,4,281
0x0137973eccabc8f684a7494156d25447ab5747f5,1,24761469788544.758,24761469788544.758,,1,1501,0.0,0.0,1.0,0.0,0.0,1,212
0x0138ea4b8ed7e678cabb76a207a968269dda63e4,1,1.0295097415441514,1.0295097415441514,,1,1460,0.0,0.0,1.0,0.0,0.0,1,112
0x01393a2f8cf06fb5335bf03acb0a4ffa958b5f46,2,47699573622.02007,23849786811.010036,26639271457.560154,1,1528,0.5,0.0,0.5,0.0,0.0,2,122
0x01397d68308d2a94865ffe0f84d26e94b6df1234,5,20446868096866.5,4089373619373.3,5611843030882.23,2,1542,0.2,0.4,0.2,0.2,0.0,4,244
0x0139ba48945d51628c79f6cd927a2d42107aa8ea,1,996647533224.4043,996647533224.4043,,1,1460,0.0,0.0,1.0,0.0,0.0,1,212
0x013a451f558aa0e0ac50b6199ba0e2f6b710369e,48,3608108937685800.5,75168936201787.52,231352539223860.06,17,1470,0.14583333333333334,0.08333333333333333,0.375,0.3958333333333333,0.0,4,242
0x013b81ad989b9009f4dab4c804c6007882f9a190,55,1.2883034397509085e+17,2342369890456197.0,3765930119115823.5,17,1494,0.14545454545454545,0.14545454545454545,0.4727272727272727,0.23636363636363636,0.0,4,274
0x013bbe7e89333bb26c0959f547adcd77f54ffa80,105,4.5317444565425754e+17,4315947101469119.5,1.2420616784114898e+16,52,1420,0.17142857142857143,0.13333333333333333,0.6857142857142857,0.009523809523809525,0.0,4,320
0x013bfceb441762268b2894837c8c1e3774ca4efe,2,2894663215705.8633,1447331607852.9316,229150409452.92923,2,1459,0.0,0.0,1.0,0.0,0.0,1,214
0x013c270b6c893ed986ff69eef37ca5a1c1e59dff,25,55289247667673.27,2211569906706.931,5361922181244.66,14,1420,0.32,0.12,0.4,0.16,0.0,4,228
0x013c8b849edb8efc9a689854b7bc75f2dd1ccfff,9,435550051939352.75,48394450215483.64,57092716534161.92,6,1528,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.0,4,252
0x013c8fa48e3f11afb5ab1bcb35f2484b299d7136,1,26584470397.483185,26584470397.483185,,1,1536,0.0,0.0,1.0,0.0,0.0,1,212
0x013da16ead9075d66102ef98c23432a3af815b20,2,1211159558935447.5,605579779467723.8,285473028906255.56,1,1534,0.5,0.0,0.5,0.0,0.0,2,122
0x013daec37205c9cb2a3d6bd1f0ca52eccd2bb044,1,1020004296550.542,1020004296550.542,,1,1459,0.0,0.0,1.0,0.0,0.0,1,212
0x013e074822e7776516a0c69dce430ec1fdb26c0d,22,7467515260280777.0,339432511830944.44,688485496245251.6,18,1447,0.045454545454545456,0.045454545454545456,0.8636363636363636,0.045454545454545456,0.0,4,276
0x013e0a9ac418ca71de2b3b8ae7b67fbd13f2ab4a,2,158238851401.6473,79119425700.82365,47953613517.11796,1,1438,0.5,0.0,0.5,0.0,0.0,2,122
0x013e68b23bc846a8b7792dd238ba9d387efe3392,1,418650208976553.9,418650208976553.9,,1,1543,0.0,0.0,1.0,0.0,0.0,1,212
0x013eeca1e8f5e2ff4de43289cf2e87601bdeb2b3,1,54013308186155.18,54013308186155.18,,1,1429,0.0,0.0,1.0,0.0,0.0,1,212
0x013f0bc2b50373e02246a997f4c2cbdc869eea40,1,1518774830.3748498,1518774830.3748498,,1,1512,0.0,0.0,1.0,0.0,0.0,1,212
0x0140034d523f45a7690404fd2b5d0b6dc2a1c9fe,1,1.1090375174373455,1.1090375174373455,,1,1456,0.0,0.0,1.0,0.0,0.0,1,112
0x0140c762c812c087e5b63d1f36022cf349628d45,39,2649816915711.7627,67944023479.78879,111243309399.85373,14,1424,0.15384615384615385,0.0,0.46153846153846156,0.38461538461538464,0.0,3,181
0x0140e9513def4729d7f7b6a5356ce6c84d7ae75b,10,2225604243858045.2,222560424385804.53,344447037231685.44,5,1424,0.1,0.2,0.6,0.1,0.0,4,300
